wallet_address,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,num_liquidations,num_deposits,num_borrows,num_repays,num_redeems,num_transfers,unique_tx_types,total_tx_count,total_comp_received,avg_borrow_per_tx,avg_repay_per_tx,compound_core_tx_count,compound_reward_tx_count,interest_event_count,collateral_management_count,defi_interaction_count,token_interaction_count,negative_event_count,staking_voting_count,defi_diversity_score,compound_core_tx_ratio,collateral_to_borrow_ratio,last_tx_timestamp,debt_to_collateral_ratio,liquidation_to_tx_ratio,credit_score
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0.0,17000000000000.0,17498853697719.393,0.0,0,0,3,4,4,32,10,22,0.0,5666666666666.667,4374713424429.848,13,18,18,4,0,33,0,0,0,0.5909090909090909,1.3333333333333333,2021-04-29 02:14:50+00:00,17000000000000.0,0.0,0.0
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,0.0,0.0,0.0,0.0,0,0,0,0,0,3,4,2,0.0,0.0,0.0,0,2,2,0,0,3,0,0,0,0.0,0.0,2020-12-05 20:40:11+00:00,0.0,0.0,0.0
0xcf0033bf27804640e5339e06443e208db5870dd2,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-11-09 09:30:34+00:00,0.0,0.0,0.0
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-11-17 21:21:17+00:00,0.0,0.0,0.0
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-11-01 06:58:15+00:00,0.0,0.0,0.0
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,0.0,0.0,0.0,0.0,0,0,0,0,0,3,4,2,0.0,0.0,0.0,0,2,2,0,0,3,0,0,0,0.0,0.0,2020-11-19 08:23:33+00:00,0.0,0.0,0.0
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,0.0,0.0,0.0,0.0,0,0,0,0,0,3,4,3,0.0,0.0,0.0,0,1,1,0,0,3,0,0,0,0.0,0.0,2021-01-10 16:25:54+00:00,0.0,0.0,0.0
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,0.0,0.0,0.0,0.0,0,0,0,0,1,2,5,2,0.0,0.0,0.0,1,2,2,1,0,2,0,0,0,0.5,1.0,2021-11-16 06:19:08+00:00,0.0,0.0,0.0
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-11-20 20:51:29+00:00,0.0,0.0,0.0
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,0.0,0.0,0.0,0.0,0,0,0,0,0,4,4,2,0.0,0.0,0.0,0,2,2,0,0,4,0,0,0,0.0,0.0,2020-12-14 06:48:14+00:00,0.0,0.0,0.0
0xebb8629e8a3ec86cf90cb7600264415640834483,0.0,0.0,0.0,0.0,0,0,0,0,0,3,4,2,0.0,0.0,0.0,0,3,1,0,0,3,0,0,0,0.0,0.0,2022-01-21 14:23:03+00:00,0.0,0.0,0.0
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,0.0,0.0,0.0,0.0,0,0,0,0,0,1,4,1,0.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0.0,0.0,2021-07-18 17:46:12+00:00,0.0,0.0,0.0
0xf10fd8921019615a856c1e95c7cd3632de34edc4,0.0,0.0,0.0,0.0,0,0,0,0,1,4,6,3,0.0,0.0,0.0,2,2,2,1,0,4,0,0,0,0.6666666666666666,1.0,2020-09-20 12:38:15+00:00,0.0,0.0,0.0
0xf54f36bca969800fd7d63a68029561309938c09b,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-12-14 07:49:21+00:00,0.0,0.0,0.0
0xf60304b534f74977e159b2e159e135475c245526,0.0,0.0,0.0,0.0,0,0,0,0,6,127,7,10,0.0,0.0,0.0,6,0,9,6,0,177,0,0,0,0.6,6.0,2020-03-21 15:53:16+00:00,0.0,0.0,0.0
0xf67e8e5805835465f7eba988259db882ab726800,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-12-17 23:22:54+00:00,0.0,0.0,0.0
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-10-31 19:42:17+00:00,0.0,0.0,0.0
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,0.0,0.0,0.0,0.0,0,0,0,0,1,3,9,3,0.0,0.0,0.0,1,3,4,1,0,3,0,0,0,0.3333333333333333,1.0,2020-08-19 03:14:28+00:00,0.0,0.0,0.0
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,0.0,0.0,0.0,0.0,0,0,0,0,0,2,4,1,0.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0.0,0.0,2020-10-21 18:51:46+00:00,0.0,0.0,0.0
